"","carat","cut","color","clarity","depth","table","price","x","y","z"
"2949",0.35,"Ideal","E","VS2",62.5,55,767,4.5,4.52,2.82
"2950",2.01,"Very Good","F","SI2",60.8,57,17244,8.09,8.15,4.94
"2951",0.83,"Premium","G","SI2",61.9,56,2543,6.04,5.97,3.72
"2952",0.43,"Premium","G","VS2",61.3,58,1113,4.86,4.83,2.97
"2953",0.53,"Ideal","H","SI2",61.6,54,1020,5.22,5.26,3.23
"2954",0.29,"Very Good","H","VVS2",61.2,56,541,4.26,4.29,2.61
"2955",1.56,"Very Good","I","VS2",59.7,60,9231,7.53,7.58,4.51
"2956",1.64,"Premium","H","SI2",61.9,58,9224,7.58,7.54,4.68
"2957",0.5,"Ideal","E","SI1",61.2,56,1555,5.12,5.15,3.14
"2958",1.71,"Premium","H","SI1",62.8,58,12338,7.62,7.53,4.76
"2959",1.17,"Ideal","I","SI2",62.2,56,4488,6.72,6.79,4.2
"2960",0.54,"Ideal","G","SI1",61.9,54,1368,5.26,5.28,3.26
"2961",0.3,"Ideal","I","VS2",62.3,56,407,4.28,4.29,2.67
"2962",2.53,"Premium","H","SI1",62.1,59,18254,8.83,8.73,5.45
"2963",0.6,"Ideal","E","VS2",60.6,56,2141,5.47,5.52,3.33
"2964",1.3,"Premium","I","IF",61.8,58,7760,7,6.95,4.31
"2965",0.31,"Good","J","SI2",63.3,58,335,4.34,4.35,2.75
"2966",0.51,"Premium","D","VVS2",62.4,59,2387,5.13,5.06,3.18
"2967",0.96,"Very Good","F","SI2",60.9,57,4142,6.38,6.42,3.9
"2968",0.3,"Premium","I","VS1",60.3,58,473,4.32,4.34,2.61
"2969",0.3,"Ideal","G","VVS1",61.9,54,764,4.33,4.36,2.69
"2970",0.24,"Ideal","F","VVS2",61.6,54,552,4,4.09,2.49
"2971",0.34,"Premium","H","VVS1",61.1,59,775,4.48,4.52,2.75
"2972",0.55,"Ideal","F","SI1",61,56,1390,5.28,5.34,3.24
"2973",0.32,"Ideal","F","VS2",61.1,57,645,4.4,4.44,2.7
"2974",2.01,"Good","E","SI2",63.1,58,15255,7.89,8.01,5.02
"2975",0.31,"Ideal","G","VS2",61.8,53,652,4.35,4.39,2.7
"2976",0.36,"Ideal","D","SI1",62,56,663,4.55,4.61,2.84
"2977",0.8,"Good","H","SI2",58.4,61,2474,6.02,6.06,3.53
"2978",0.5,"Premium","D","VS2",61.4,59,1845,5.15,5.11,3.15
"2979",0.54,"Premium","F","VS2",58.2,60,1667,5.39,5.34,3.12
"2980",0.38,"Ideal","F","VS1",61.1,56,1013,4.69,4.71,2.87
"2981",0.72,"Good","I","VS1",61.3,63,2451,5.67,5.75,3.5
"2982",0.52,"Ideal","G","VVS2",60.9,56,1858,5.22,5.26,3.19
"2983",1.5,"Ideal","H","SI2",62.8,55,8614,7.27,7.31,4.58
"2984",0.5,"Ideal","I","VVS2",61.2,56,1367,5.13,5.16,3.15
"2985",0.9,"Very Good","D","SI1",61.1,63,4068,6.17,6.21,3.78
"2986",0.31,"Ideal","G","VVS2",61.8,54,687,4.36,4.38,2.7
"2987",1.02,"Ideal","G","VVS2",59.2,58,8107,6.56,6.62,3.9
"2988",0.55,"Very Good","E","VS2",61.2,57,1725,5.22,5.27,3.21
"2989",0.71,"Ideal","G","VS1",60.9,56.6,3123,5.75,5.79,3.52
"2990",0.32,"Ideal","F","VVS2",62.1,54,786,4.41,4.44,2.75
"2991",1.04,"Ideal","G","VS2",61.4,57,6290,6.53,6.5,4
"2992",0.33,"Ideal","F","VS1",61.2,57,738,4.46,4.49,2.74
"2993",2,"Ideal","H","I1",62.5,57,7204,8.05,7.98,5.01
"2994",0.71,"Very Good","I","VS1",63.1,57,2202,5.68,5.58,3.55
"2995",1.05,"Ideal","I","VS1",61.5,55,5101,6.56,6.61,4.05
"2996",0.3,"Very Good","F","VVS1",62.5,56,682,4.27,4.31,2.68
"2997",1.51,"Very Good","E","SI2",58.8,58,9727,7.53,7.61,4.45
"2998",0.61,"Good","E","VS2",60.8,59,2124,5.41,5.48,3.31
"2999",0.5,"Premium","E","VS2",61.5,56,1746,5.11,5.07,3.13
"3000",0.46,"Fair","E","VS2",66.8,61,1070,4.84,4.71,3.2
"3001",0.38,"Ideal","D","VVS1",62,57,1173,4.6,4.69,2.88
"3002",1.75,"Premium","G","VS2",62.8,59,16220,7.62,7.53,4.76
"3003",0.31,"Premium","G","VS2",61.5,60,698,4.34,4.31,2.66
"3004",2,"Very Good","I","SI1",59.8,59,15053,8.12,8.17,4.87
"3005",1.18,"Fair","I","VS2",62,66,4553,6.75,6.63,4.16
"3006",0.35,"Ideal","D","SI1",61.6,56,644,4.49,4.53,2.78
"3007",1.05,"Premium","F","SI1",61.8,58,4445,6.51,6.44,4.01
"3008",1.75,"Good","D","SI1",63.8,57,12918,7.63,7.53,4.84
"3009",0.27,"Ideal","F","VS2",61.8,53,583,4.18,4.2,2.59
"3010",0.71,"Ideal","E","VS2",60.1,59,3145,5.79,5.83,3.49
"3011",0.31,"Ideal","E","VS1",61.4,57,734,4.32,4.37,2.67
"3012",1.34,"Premium","H","SI1",62.4,57,6814,7.07,6.96,4.38
"3013",0.41,"Very Good","G","VS1",61.7,57,899,4.75,4.78,2.94
"3014",1.59,"Ideal","E","SI2",62.3,55,11251,7.52,7.48,4.67
"3015",0.35,"Ideal","F","VS1",61.4,55,923,4.54,4.58,2.8
"3016",1.08,"Ideal","G","IF",61.3,57,8873,6.59,6.62,4.05
"3017",0.51,"Ideal","E","VS1",61.5,53,1708,5.17,5.24,3.2
"3018",0.37,"Premium","G","VS2",60.1,59,833,4.68,4.64,2.8
"3019",1,"Very Good","E","VS2",62.6,60,6518,6.35,6.4,3.99
"3020",0.31,"Ideal","D","VS2",62.1,54,734,4.35,4.41,2.72
"3021",0.3,"Ideal","D","VS2",61.4,54,670,4.34,4.39,2.68
"3022",0.39,"Premium","F","VS1",60.6,55,1092,4.77,4.73,2.88
"3023",1.25,"Ideal","J","VS1",61.2,56,6793,6.93,6.95,4.25
"3024",0.35,"Ideal","G","IF",61.9,54,1001,4.56,4.58,2.83
"3025",0.61,"Good","G","VS2",59.6,61.5,1821,5.47,5.52,3.27
"3026",0.3,"Very Good","H","VVS2",62.9,57,605,4.28,4.31,2.7
"3027",0.51,"Ideal","G","VVS2",61.9,55,1974,5.19,5.15,3.2
"3028",0.9,"Very Good","D","SI1",61.2,60,4381,6.14,6.19,3.77
"3029",1.02,"Fair","F","SI1",64.8,59,5255,6.33,6.23,4.07
"3030",1.01,"Premium","D","SI1",59.8,54,5147,6.6,6.5,3.93
"3031",0.3,"Ideal","H","SI1",62.5,53.9,475,4.29,4.32,2.69
"3032",1.09,"Premium","J","SI1",62.3,59,4046,6.55,6.59,4.09
"3033",0.71,"Good","I","SI2",61.3,63,1922,5.66,5.7,3.48
"3034",1.01,"Good","E","SI2",61.4,64,4285,6.29,6.42,3.9
"3035",2.02,"Very Good","H","SI2",60.8,60,14498,8.07,8.15,4.93
"3036",0.38,"Premium","E","VS2",59.2,60,1112,4.77,4.73,2.81
"3037",1.07,"Ideal","H","SI2",62.8,56,4899,6.5,6.56,4.1
"3038",0.3,"Very Good","D","VVS2",59,59,729,4.4,4.42,2.6
"3039",2.8,"Good","G","SI2",63.8,58,18788,8.9,8.85,0
"3040",1.01,"Very Good","F","SI1",61.9,57,4619,6.37,6.42,3.96
"3041",1.59,"Premium","F","VS2",60.2,60,15461,7.59,7.62,4.58
"3042",1.55,"Ideal","F","SI2",62.3,55.5,9808,7.36,7.42,4.61
"3043",0.35,"Very Good","G","VS1",61.2,56,706,4.53,4.56,2.78
"3044",0.65,"Ideal","J","SI1",61.9,54,1214,5.6,5.62,3.47
"3045",0.71,"Good","F","SI1",64.3,57,2125,5.62,5.55,3.59
"3046",2.03,"Very Good","F","SI2",59.8,56,15811,8.21,8.3,4.94
"3047",1.1,"Ideal","G","VS2",62,56,6534,6.6,6.68,4.12
"3048",1.2,"Very Good","H","I1",58.6,57,3696,6.96,7.01,4.09
"3049",2.01,"Very Good","I","VS1",61.5,62,15335,7.94,8.07,4.92
"3050",1.57,"Ideal","E","VS2",62.3,57,16570,7.39,7.44,4.62
"3051",0.53,"Ideal","G","VS1",61.9,56,1813,5.21,5.19,3.22
"3052",1.01,"Good","J","VS2",62.8,58,3655,6.3,6.35,3.97
"3053",0.33,"Very Good","F","VS1",59.1,60,772,4.48,4.52,2.66
"3054",0.58,"Ideal","E","SI2",61.4,57.1,1392,5.36,5.38,3.3
"3055",1.61,"Premium","I","VS2",58.4,59,9341,7.73,7.68,4.5
"3056",0.71,"Very Good","D","I1",59.7,63,1715,5.8,5.7,3.43
"3057",0.78,"Good","F","VS1",64,54,3163,5.86,5.82,3.74
"3058",0.33,"Ideal","G","VS2",62.3,57,743,4.43,4.4,2.75
"3059",0.72,"Very Good","H","VS1",60.6,63,2782,5.83,5.76,3.51
"3060",0.6,"Good","G","SI1",61.3,61.2,1565,5.4,5.45,3.33
"3061",0.92,"Fair","H","SI2",64.5,60,3536,6.06,6.01,3.89
"3062",0.73,"Ideal","I","VS2",62.1,54,2327,5.79,5.8,3.6
"3063",0.7,"Very Good","F","VS2",63,58,2507,5.59,5.62,3.53
"3064",0.56,"Premium","F","SI2",59.1,58,1225,5.44,5.38,3.2
"3065",0.3,"Ideal","G","VVS1",61.3,56,1013,4.34,4.3,2.65
"3066",1.27,"Very Good","F","VS2",60.7,61,8928,6.97,7.01,4.24
"3067",0.7,"Very Good","F","VS2",62.3,58,2812,5.64,5.72,3.54
"3068",0.71,"Very Good","F","SI2",60.5,62,2138,5.75,5.79,3.49
"3069",0.77,"Very Good","H","SI1",60.4,58,2591,5.9,5.93,3.57
"3070",0.32,"Very Good","G","IF",62.9,55,872,4.37,4.4,2.75
"3071",0.53,"Ideal","H","VS1",61.7,56,1607,5.22,5.18,3.21
"3072",0.71,"Ideal","G","VS2",62.5,56,2543,5.67,5.72,3.56
"3073",0.53,"Very Good","E","VS2",63.5,59,1678,5.17,5.13,3.27
"3074",1.01,"Very Good","I","SI1",62.9,58,4166,6.34,6.37,4
"3075",0.61,"Ideal","E","VS1",62.1,57,2324,5.41,5.47,3.38
"3076",1.08,"Ideal","G","VS2",62.1,57,5661,6.57,6.54,4.07
"3077",0.5,"Ideal","G","VS2",62.5,57,1449,5.04,5.07,3.16
"3078",0.51,"Ideal","F","VVS2",62.6,57,2203,5.13,5.1,3.2
"3079",0.77,"Premium","E","VS1",60.8,56,3260,5.95,5.9,3.6
"3080",1.02,"Good","E","SI2",64.2,59,4414,6.26,6.2,4
"3081",1.01,"Good","E","VS2",63.7,56,6335,6.29,6.27,4
"3082",1.52,"Premium","H","VS2",59.4,59,11105,7.45,7.49,4.44
"3083",0.27,"Premium","D","VS2",62,57,603,4.15,4.11,2.56
"3084",0.51,"Ideal","G","VVS2",61.5,57,1875,5.13,5.18,3.17
"3085",0.44,"Premium","G","VVS1",60.9,59,1294,4.96,4.9,3
"3086",1.17,"Premium","F","SI1",61.9,60,5366,6.72,6.66,4.14
"3087",1.19,"Ideal","I","SI1",62.3,57,4998,6.78,6.73,4.21
"3088",1.01,"Good","E","SI1",62.6,61,4743,6.38,6.43,4.01
"3089",0.32,"Ideal","G","VS2",59.8,57,720,4.46,4.43,2.66
"3090",1.01,"Very Good","G","SI2",62,58,3682,6.41,6.46,3.99
"3091",1.01,"Fair","D","VS2",65.2,57,6081,6.23,6.19,4.05
"3092",0.35,"Premium","J","VS1",62.2,58,460,4.49,4.54,2.81
"3093",1.67,"Very Good","G","VVS2",61.6,57,17028,7.61,7.69,4.71
"3094",2.11,"Premium","J","SI2",60.7,60,12554,8.27,8.2,5
"3095",1,"Good","D","IF",63.3,59,15928,6.33,6.37,4.02
"3096",0.3,"Premium","H","VVS1",62.3,58,684,4.29,4.32,2.68
"3097",1.01,"Premium","D","SI2",60.9,62,4672,6.45,6.43,3.92
"3098",0.38,"Ideal","F","VVS2",61,57,1117,4.69,4.72,2.87
"3099",0.77,"Very Good","J","VS2",62.9,58,2155,5.83,5.87,3.68
"3100",1,"Good","J","VS2",64.3,59,3580,6.27,6.21,4.01
"3101",1.4,"Premium","D","SI2",61.8,54,8419,7.21,7.16,4.44
"3102",2.51,"Premium","I","SI2",62.3,57,18255,8.76,8.69,5.44
"3103",0.2,"Ideal","E","VS2",59.7,55,367,3.86,3.84,2.3
"3104",0.33,"Ideal","H","VVS1",61.5,56,730,4.46,4.49,2.75
"3105",0.32,"Ideal","F","VS2",61.5,56,645,4.4,4.42,2.71
"3106",0.34,"Premium","H","VS2",59,59,537,4.55,4.61,2.7
"3107",0.34,"Ideal","F","VVS2",61.5,56,773,4.47,4.5,2.76
"3108",0.71,"Premium","D","VVS1",59.7,59,4482,5.81,5.88,3.49
"3109",0.31,"Very Good","H","VS1",63.1,57,698,4.34,4.31,2.73
"3110",1.01,"Very Good","E","VS2",59.5,60,7290,6.5,6.54,3.88
"3111",1.06,"Very Good","H","SI2",62.4,54,4516,6.5,6.54,4.07
"3112",0.46,"Ideal","I","VVS2",61.4,57,1006,4.96,5,3.06
"3113",1.08,"Ideal","G","VS2",61.3,56,6586,6.59,6.62,4.05
"3114",0.7,"Premium","G","VS2",58.2,60,2328,5.84,5.78,3.38
"3115",0.55,"Ideal","H","VVS1",60.5,57,1741,5.32,5.35,3.23
"3116",0.51,"Good","F","SI1",63.8,56,1312,5.08,5.04,3.23
"3117",0.9,"Good","I","VS2",63.8,55,3303,6.07,6.16,3.9
"3118",0.3,"Premium","I","VS1",61.7,59,608,4.3,4.26,2.64
"3119",0.53,"Ideal","E","VS1",60.4,57,1772,5.27,5.26,3.18
"3120",0.31,"Ideal","D","VS2",62,55,942,4.38,4.36,2.71
"3121",1.2,"Very Good","F","SI2",63.3,59,4274,6.7,6.66,4.23
"3122",1.52,"Premium","D","SI2",61.5,60,9789,7.44,7.39,4.56
"3123",0.33,"Ideal","G","IF",62.2,56,984,4.43,4.45,2.76
"3124",0.56,"Ideal","F","VVS2",61.1,56,2522,5.35,5.37,3.27
"3125",0.36,"Ideal","G","VS1",61.3,56,746,4.6,4.64,2.83
"3126",2.01,"Premium","I","SI1",60.1,59,14558,8.24,8.19,4.94
"3127",0.34,"Very Good","F","IF",61.1,54,999,4.54,4.56,2.78
"3128",0.41,"Ideal","E","VVS2",62,56,1243,4.76,4.72,2.94
"3129",0.52,"Premium","G","VVS2",61,58,1835,5.21,5.15,3.16
"3130",0.73,"Premium","G","SI2",61.2,56,1610,5.76,5.67,3.5
"3131",0.34,"Ideal","G","SI1",61.9,55.5,531,4.49,4.54,2.79
"3132",0.3,"Good","E","SI1",63.4,56,526,4.23,4.25,2.69
"3133",1.02,"Ideal","I","SI1",62.9,57,3656,6.41,6.37,4.02
"3134",0.71,"Ideal","I","SI1",61.5,55,2721,5.76,5.79,3.55
"3135",1.05,"Ideal","H","SI2",61.2,57,4331,6.55,6.62,4.03
"3136",0.45,"Fair","F","VS2",64.3,59,1080,4.8,4.75,3.07
"3137",0.71,"Premium","G","VVS2",62.1,57,2832,5.75,5.65,3.54
"3138",0.38,"Ideal","F","VS1",61.5,55,988,4.68,4.69,2.88
"3139",0.71,"Premium","D","SI2",61.7,59,2743,5.67,5.71,3.51
"3140",0.51,"Premium","G","VS1",62.9,58,1781,5.1,5.05,3.19
"3141",0.55,"Premium","H","VS2",60.2,59,1387,5.36,5.24,3.19
"3142",1.01,"Ideal","G","VS2",61.6,56,6239,6.43,6.46,3.97
"3143",0.4,"Ideal","G","VVS2",61.5,57,1172,4.74,4.76,2.92
"3144",1.28,"Ideal","F","SI2",62.3,55,6458,6.96,6.91,4.32
"3145",1.09,"Ideal","H","SI1",61.1,57,5219,6.69,6.6,4.1
"3146",1.72,"Very Good","E","VS2",63.4,56,18557,7.65,7.55,4.82
"3147",0.51,"Good","E","SI1",63.5,54,1343,5.07,5.1,3.23
"3148",0.68,"Ideal","E","VS1",61.3,55,3243,5.67,5.71,3.49
"3149",0.71,"Good","D","SI1",63.1,56,2719,5.68,5.73,3.6
"3150",0.81,"Good","E","I1",64.1,59,2608,5.89,5.85,3.76
"3151",1.12,"Very Good","G","SI2",63.4,57,3700,6.51,6.47,4.12
"3152",0.33,"Ideal","I","VVS1",61.7,55.7,570,4.43,4.45,2.74
"3153",0.71,"Ideal","H","SI2",62.7,57,2178,5.66,5.69,3.56
"3154",0.9,"Very Good","H","VVS2",63.5,55,4963,6.14,6.08,3.88
"3155",0.3,"Very Good","G","VS2",61.1,62,491,4.28,4.33,2.63
"3156",1.51,"Very Good","I","VVS2",61.9,56,9416,7.35,7.38,4.56
"3157",0.34,"Ideal","D","SI1",62,55,750,4.53,4.5,2.8
"3158",1,"Ideal","G","VS1",62.7,54,6465,6.42,6.37,4.01
"3159",0.31,"Ideal","E","SI1",62.8,57,698,4.34,4.32,2.72
"3160",0.7,"Very Good","G","VS2",63.1,58,2479,5.65,5.61,3.55
"3161",0.42,"Ideal","G","VVS2",62.7,56,1103,4.77,4.74,2.98
"3162",1.23,"Ideal","G","VS1",62,57,9863,6.83,6.87,4.25
"3163",0.64,"Fair","F","VS2",57,62.5,2063,5.67,5.78,3.26
"3164",0.39,"Very Good","G","VS1",62.7,58,798,4.63,4.69,2.92
"3165",0.35,"Premium","H","VS1",61.7,59,614,4.51,4.53,2.79
"3166",0.4,"Premium","E","VS2",61.9,59,912,4.72,4.75,2.93
"3167",0.71,"Ideal","D","VS2",61,56,3838,5.76,5.81,3.53
"3168",0.56,"Premium","D","SI1",61.4,58,1723,5.29,5.33,3.26
"3169",0.51,"Premium","G","VS1",62.3,58,1781,5.13,5.08,3.18
"3170",1.11,"Ideal","G","SI1",62,57,5127,6.69,6.61,4.12
"3171",0.32,"Good","F","VS2",63.4,57,645,4.32,4.36,2.75
"3172",1.5,"Good","H","VS1",64.2,56,8749,7.3,7.09,4.62
"3173",0.37,"Ideal","G","IF",62.4,56,1033,4.6,4.64,2.88
"3174",0.39,"Premium","E","SI1",59.1,59,860,4.81,4.76,2.83
"3175",0.7,"Very Good","I","VS2",62.2,59,1666,5.64,5.71,3.53
"3176",0.54,"Premium","D","SI1",58.3,61,1770,5.38,5.32,3.12
"3177",0.36,"Ideal","H","VS2",61,55,587,4.59,4.62,2.81
"3178",0.36,"Premium","E","SI2",60.6,59,648,4.61,4.57,2.78
"3179",0.78,"Good","J","SI1",58,62,2035,6.01,6.05,3.5
"3180",1.5,"Good","E","VS2",63.9,58,14026,7.24,7.2,4.61
"3181",1.13,"Ideal","H","SI1",62,57,5050,6.73,6.66,4.15
"3182",0.99,"Very Good","D","SI2",62.5,57,4993,6.3,6.34,3.95
"3183",1.36,"Ideal","G","VVS2",61.1,57,11848,7.14,7.2,4.38
"3184",0.51,"Very Good","G","SI1",61.9,57,1261,5.09,5.15,3.17
"3185",0.3,"Premium","G","VS1",60.8,61,725,4.34,4.31,2.63
"3186",1.51,"Ideal","E","SI2",62.7,55,7272,7.27,7.18,4.53
"3187",1.73,"Premium","H","VS2",59.2,61,13221,7.82,7.78,4.62
"3188",0.53,"Ideal","I","VS2",61.9,54,1173,5.21,5.23,3.23
"3189",0.23,"Ideal","G","IF",61.8,56,536,3.92,3.94,2.43
"3190",1.82,"Very Good","G","SI1",62.7,58,15025,7.68,7.75,4.84
"3191",0.3,"Ideal","D","VS2",61.6,56,670,4.31,4.36,2.67
"3192",1,"Good","I","SI1",63.8,58,3850,6.28,6.32,4.02
"3193",1.58,"Very Good","H","SI2",62.4,57,8620,7.36,7.45,4.62
"3194",0.58,"Ideal","I","VS2",62,54,1279,5.35,5.39,3.33
"3195",0.92,"Fair","F","SI2",65.3,58,3282,6.08,6.04,3.96
"3196",1.03,"Ideal","G","VVS2",61.6,57,8020,6.51,6.48,4
"3197",0.31,"Ideal","H","VVS1",62.3,54,687,4.37,4.4,2.73
"3198",1.14,"Premium","J","SI2",62.3,56,4022,6.73,6.66,4.17
"3199",0.56,"Very Good","D","SI1",63,58,1746,5.21,5.24,3.29
"3200",0.5,"Premium","E","SI1",61.4,62,1238,5.1,5.07,3.12
"3201",0.81,"Ideal","J","VS2",62.1,56,2708,5.92,5.97,3.69
"3202",0.23,"Very Good","E","VVS2",62.4,59,530,3.91,3.94,2.45
"3203",1.09,"Very Good","G","VVS2",59.8,61,7583,6.64,6.7,3.99
"3204",0.31,"Ideal","D","VS2",62.5,56,942,4.36,4.31,2.71
"3205",0.41,"Ideal","G","IF",62.1,57,1276,4.76,4.77,2.96
"3206",0.31,"Ideal","D","VS2",62.2,54,734,4.31,4.34,2.69
"3207",0.81,"Very Good","I","SI1",60.3,58,2701,6,6.04,3.63
"3208",0.31,"Ideal","H","IF",60,57,1046,4.41,4.39,2.64
"3209",0.71,"Very Good","F","SI1",62.4,59,2590,5.64,5.7,3.54
"3210",0.4,"Good","G","VS1",59.6,61,952,4.82,4.85,2.88
"3211",1.14,"Premium","G","VS2",61.9,58,6256,6.72,6.68,4.15
"3212",0.31,"Good","E","IF",64.2,60,1052,4.28,4.22,2.73
"3213",0.57,"Good","D","SI1",62.2,64,1847,5.29,5.23,3.27
"3214",0.9,"Premium","E","VS1",60.1,56,5242,6.38,6.3,3.81
"3215",0.53,"Premium","F","SI1",61.4,58,1324,5.19,5.17,3.18
"3216",0.26,"Ideal","G","IF",61.7,54,648,4.15,4.18,2.57
"3217",0.8,"Very Good","E","VS1",62.4,54,4495,5.98,5.94,3.72
"3218",0.3,"Ideal","D","SI1",61,57,552,4.29,4.33,2.63
"3219",1.24,"Very Good","G","VS2",59.1,59,8064,7.02,7.08,4.17
"3220",1.03,"Ideal","F","SI2",61.9,56,3749,6.53,6.49,4.03
"3221",0.31,"Very Good","G","VS1",63.1,59,802,4.29,4.27,2.7
"3222",0.71,"Good","D","SI1",64,56,2641,5.59,5.63,3.59
"3223",1.31,"Ideal","H","VS1",61.5,56,8583,7.06,7,4.32
"3224",1.01,"Very Good","G","SI2",60.8,63,3577,6.4,6.36,3.88
"3225",1.2,"Fair","J","SI1",65.2,58,4838,6.67,6.58,4.32
"3226",0.32,"Ideal","D","SI2",61.4,56,477,4.43,4.46,2.73
"3227",1.08,"Ideal","E","VVS2",62.5,57,10300,6.52,6.57,4.09
"3228",1.04,"Premium","H","SI1",59.5,58,4980,6.67,6.58,3.94
"3229",0.88,"Ideal","H","SI1",61.6,56,3557,6.13,6.17,3.79
"3230",1.01,"Good","G","VS1",63.7,56,6529,6.37,6.29,4.03
"3231",0.5,"Premium","E","SI1",60.7,61,1415,5.12,5.09,3.1
"3232",0.55,"Ideal","F","VS2",61.4,57,2026,5.26,5.3,3.24
"3233",0.5,"Premium","E","SI1",61,61,1562,5.11,5.09,3.11
"3234",0.41,"Ideal","E","VVS2",60,57,1187,4.81,4.85,2.9
"3235",1,"Ideal","J","SI2",62.1,56,3465,6.34,6.41,3.96
"3236",0.5,"Very Good","G","SI1",61.1,57,1098,5.14,5.2,3.16
"3237",0.41,"Ideal","E","VS2",61.8,57,999,4.78,4.76,2.95
"3238",1.25,"Very Good","H","SI2",61.6,54,5637,6.85,6.95,4.25
"3239",0.91,"Very Good","H","VS1",61.7,56,4066,6.22,6.25,3.85
"3240",0.7,"Very Good","E","VS1",61.3,60,2952,5.68,5.7,3.49
"3241",0.35,"Ideal","E","VVS1",61.8,56,905,4.5,4.53,2.79
"3242",1.31,"Very Good","E","VS2",63.1,56,10094,6.95,6.9,4.37
"3243",0.4,"Premium","F","VS2",59.7,58,1080,4.83,4.79,2.87
"3244",1.01,"Ideal","I","SI1",60,60,4872,6.53,6.57,3.93
"3245",0.79,"Very Good","F","SI1",62.7,60,2878,5.82,5.89,3.67
"3246",0.4,"Ideal","E","VS2",62.4,56,975,4.74,4.71,2.95
"3247",1.01,"Ideal","H","VS2",62.7,57,5306,6.41,6.39,4.01
"3248",0.51,"Ideal","H","VVS2",61,57,1574,5.22,5.18,3.17
"3249",0.4,"Good","H","SI1",60.2,63,681,4.7,4.73,2.84
"3250",1.03,"Very Good","F","VS1",61.7,56,6662,6.47,6.49,4
"3251",1.11,"Very Good","I","SI1",61.9,59,4273,6.58,6.64,4.09
"3252",0.9,"Premium","E","SI1",59.1,62,4385,6.33,6.3,3.73
"3253",0.93,"Very Good","D","SI1",60.8,60,3880,6.24,6.3,3.81
"3254",1.26,"Ideal","E","VVS2",61.1,57,14429,7,6.98,4.27
"3255",0.3,"Premium","D","VS1",59.7,58,848,4.39,4.32,2.6
"3256",0.83,"Ideal","E","SI2",62.2,57,2870,6,6.05,3.75
"3257",0.53,"Ideal","F","VVS2",62.2,54,2175,5.19,5.22,3.24
"3258",1.03,"Premium","H","VS2",63,59,5364,6.47,6.36,4.04
"3259",0.3,"Ideal","H","IF",60.8,56,789,4.35,4.37,2.65
"3260",0.72,"Ideal","I","VS2",61.7,56,2650,5.75,5.8,3.56
"3261",1.04,"Premium","F","VS2",59.6,62,6278,6.62,6.56,3.93
"3262",0.85,"Premium","G","VS2",61,58,3237,6.11,6.08,3.72
"3263",1.2,"Ideal","E","SI2",61.3,56,6006,6.85,6.88,4.21
"3264",0.31,"Ideal","J","SI2",62.2,54,344,4.35,4.37,2.71
"3265",0.54,"Premium","G","VS2",58.7,62,1637,5.36,5.34,3.14
"3266",0.38,"Very Good","D","SI2",62.1,55,633,4.62,4.65,2.88
"3267",1.04,"Ideal","J","SI1",60.8,57,4059,6.54,6.59,3.99
"3268",0.44,"Premium","F","VS1",61.9,59,1081,4.84,4.88,3.01
"3269",2.01,"Premium","H","SI1",58.2,62,16287,8.26,8.21,4.79
"3270",1.03,"Ideal","E","SI2",62.3,56,4758,6.44,6.52,4.04
"3271",1.22,"Ideal","I","SI1",61.7,57,5602,6.91,6.86,4.25
"3272",1,"Premium","G","I1",59,60,2264,6.49,6.43,3.82
"3273",1,"Good","F","SI2",63.6,62,3265,6.25,6.2,3.96
"3274",0.28,"Premium","E","VVS2",58.7,60,780,4.34,4.31,2.54
"3275",1.1,"Premium","I","SI1",61.2,61,4725,6.66,6.61,4.01
"3276",0.33,"Very Good","F","VVS1",62,56,859,4.41,4.44,2.74
"3277",0.54,"Very Good","D","VS1",63,54,2016,5.19,5.23,3.28
"3278",0.71,"Very Good","H","SI1",62.9,58,2246,5.62,5.66,3.55
"3279",0.31,"Ideal","H","VS1",61.3,55,562,4.36,4.38,2.68
"3280",0.58,"Premium","E","VS2",59.4,60,1862,5.47,5.43,3.24
"3281",1.71,"Premium","H","VVS2",61.4,59,14866,7.77,7.67,4.74
"3282",0.41,"Ideal","F","VS2",61.8,56,1107,4.8,4.78,2.96
"3283",0.58,"Good","E","SI1",59.3,64,1336,5.48,5.42,3.23
"3284",0.56,"Ideal","G","VVS2",61,57,2510,5.32,5.36,3.26
"3285",0.9,"Good","F","VS2",63.6,59,4234,6.11,6.06,3.87
"3286",0.3,"Ideal","F","VS1",61,56,570,4.35,4.37,2.66
"3287",1.02,"Good","D","SI1",57.2,54,5198,6.66,6.62,3.8
"3288",0.4,"Ideal","E","VVS1",62.6,56,1333,4.7,4.73,2.95
"3289",0.32,"Ideal","H","SI2",61.4,56,420,4.4,4.43,2.71
"3290",0.5,"Very Good","F","VVS1",61.1,55,2122,5.14,5.18,3.15
"3291",1,"Very Good","F","SI2",62.6,59,4901,6.34,6.38,3.98
"3292",1.5,"Ideal","G","VS2",60.7,54,13135,7.41,7.48,4.53
"3293",0.42,"Ideal","E","VS1",61.7,57,1014,4.78,4.81,2.96
"3294",0.5,"Ideal","I","VVS2",61.8,57,1322,5.09,5.11,3.15
"3295",0.55,"Premium","G","VS2",60.3,62,1556,5.33,5.29,3.2
"3296",0.31,"Ideal","I","VS2",62,54,452,4.37,4.4,2.72
